Draft Year,Nationality,age,Nation_Name
2009,CA,18.0,Canada
2009,CA,18.0,Canada
2009,FI,18.0,FI
2009,CA,19.0,Canada
2009,US,19.0,USA
2009,CA,19.0,Canada
2009,CA,18.0,Canada
2009,CA,18.0,Canada
2009,CA,18.0,Canada
2009,FI,18.0,FI
2009,US,19.0,USA
2009,US,18.0,USA
2009,SE,20.0,Sweden
2009,FI,18.0,FI
2009,BY,18.0,BY
2009,US,18.0,USA
2009,CA,18.0,Canada
2009,CA,20.0,Canada
2009,CA,18.0,Canada
2009,US,18.0,USA
2009,SK,19.0,SK
2009,US,19.0,USA
2009,US,20.0,USA
2009,CA,18.0,Canada
2009,US,18.0,USA
2009,CA,20.0,Canada
2009,US,18.0,USA
2009,DK,20.0,DK
2009,CA,20.0,Canada
2009,US,19.0,USA
2009,US,19.0,USA
2009,RU,20.0,RU
2009,CA,19.0,Canada
2009,US,18.0,USA
2009,US,19.0,USA
2009,CA,18.0,Canada
2009,CA,18.0,Canada
2009,CA,18.0,Canada
2009,DE,18.0,DE
2009,FI,18.0,FI
2009,CA,18.0,Canada
2009,SE,18.0,Sweden
2009,FI,19.0,FI
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,RU,18.0,RU
2008,US,18.0,USA
2008,DK,18.0,DK
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,SE,18.0,Sweden
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,IT,18.0,IT
2008,CA,18.0,Canada
2008,SE,18.0,Sweden
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,SE,18.0,Sweden
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,LV,20.0,LV
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,SE,18.0,Sweden
2008,RU,18.0,RU
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CH,18.0,CH
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,FR,18.0,FR
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,RU,18.0,RU
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,US,19.0,USA
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,FI,20.0,FI
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,FI,18.0,FI
2008,RU,18.0,RU
2008,CA,20.0,Canada
2008,RU,18.0,RU
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,20.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,19.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,NO,18.0,NO
2008,CZ,18.0,CZ
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,US,18.0,USA
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,BY,18.0,BY
2008,US,19.0,USA
2008,US,18.0,USA
2008,US,18.0,USA
2008,SE,19.0,Sweden
2008,SE,18.0,Sweden
2008,CA,18.0,Canada
2008,CZ,18.0,CZ
2008,FI,18.0,FI
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,SE,18.0,Sweden
2008,CA,18.0,Canada
2008,CA,20.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,SE,19.0,Sweden
2008,CA,18.0,Canada
2008,RU,18.0,RU
2008,SE,18.0,Sweden
2008,SE,20.0,Sweden
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,DE,18.0,DE
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CZ,18.0,CZ
2008,CA,18.0,Canada
2008,CA,19.0,Canada
2008,RU,18.0,RU
2008,CA,19.0,Canada
2008,CA,20.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,SE,18.0,Sweden
2008,CA,18.0,Canada
2008,FI,18.0,FI
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,19.0,Canada
2008,DK,18.0,DK
2008,RU,18.0,RU
2008,CA,19.0,Canada
2008,CA,18.0,Canada
2008,CA,20.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,19.0,USA
2008,CA,19.0,Canada
2008,US,20.0,USA
2008,US,18.0,USA
2008,NO,20.0,NO
2008,SE,20.0,Sweden
2008,FI,18.0,FI
2008,CA,18.0,Canada
2008,CA,19.0,Canada
2008,US,19.0,USA
2008,CA,18.0,Canada
2008,CA,20.0,Canada
2008,US,20.0,USA
2008,NO,21.0,NO
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,20.0,Canada
2008,US,18.0,USA
2008,CA,20.0,Canada
2008,CA,18.0,Canada
2008,US,20.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,FI,18.0,FI
2008,US,20.0,USA
2008,US,20.0,USA
2008,CA,19.0,Canada
2008,CA,20.0,Canada
2008,CA,19.0,Canada
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,20.0,USA
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,20.0,Canada
2008,US,19.0,USA
2008,CA,18.0,Canada
2008,SE,18.0,Sweden
2008,US,18.0,USA
2008,SE,19.0,Sweden
2008,SE,20.0,Sweden
2008,US,18.0,USA
2008,FI,18.0,FI
2008,CA,18.0,Canada
2008,US,18.0,USA
2008,CA,18.0,Canada
2008,CA,18.0,Canada
2008,US,19.0,USA
2008,SE,20.0,Sweden
2008,US,18.0,USA
2008,CA,20.0,Canada
2008,CA,18.0,Canada
2008,SE,20.0,Sweden
2007,US,18.0,USA
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CZ,18.0,CZ
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,DK,18.0,DK
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,RU,18.0,RU
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,SE,18.0,Sweden
2007,US,18.0,USA
2007,CA,19.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,19.0,Canada
2007,US,18.0,USA
2007,SE,19.0,Sweden
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,SE,18.0,Sweden
2007,CZ,18.0,CZ
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,SE,18.0,Sweden
2007,US,18.0,USA
2007,US,18.0,USA
2007,CA,19.0,Canada
2007,NG,18.0,NG
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,RU,18.0,RU
2007,CA,19.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,RU,18.0,RU
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,RU,18.0,RU
2007,US,18.0,USA
2007,CH,18.0,CH
2007,CA,18.0,Canada
2007,CH,18.0,CH
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,US,20.0,USA
2007,CA,18.0,Canada
2007,DE,18.0,DE
2007,US,20.0,USA
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,19.0,USA
2007,SE,18.0,Sweden
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,RU,18.0,RU
2007,US,20.0,USA
2007,US,18.0,USA
2007,SE,20.0,Sweden
2007,DE,20.0,DE
2007,CA,19.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CZ,18.0,CZ
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,RU,18.0,RU
2007,CA,19.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,FI,18.0,FI
2007,CA,18.0,Canada
2007,CA,19.0,Canada
2007,CA,18.0,Canada
2007,CA,19.0,Canada
2007,US,18.0,USA
2007,SE,20.0,Sweden
2007,SE,18.0,Sweden
2007,RU,18.0,RU
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,SK,18.0,SK
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,DE,18.0,DE
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,US,19.0,USA
2007,SK,18.0,SK
2007,US,18.0,USA
2007,CZ,18.0,CZ
2007,US,19.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,19.0,USA
2007,CA,18.0,Canada
2007,SE,19.0,Sweden
2007,CA,18.0,Canada
2007,RU,19.0,RU
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,19.0,USA
2007,CA,20.0,Canada
2007,CA,20.0,Canada
2007,US,18.0,USA
2007,CA,19.0,Canada
2007,SE,18.0,Sweden
2007,CA,18.0,Canada
2007,SE,18.0,Sweden
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,19.0,USA
2007,CA,19.0,Canada
2007,SE,18.0,Sweden
2007,CA,18.0,Canada
2007,SE,20.0,Sweden
2007,US,18.0,USA
2007,SE,21.0,Sweden
2007,SE,19.0,Sweden
2007,CZ,18.0,CZ
2007,FI,18.0,FI
2007,CA,19.0,Canada
2007,CA,18.0,Canada
2007,US,19.0,USA
2007,DE,21.0,DE
2007,US,18.0,USA
2007,US,18.0,USA
2007,FI,19.0,FI
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,US,18.0,USA
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,19.0,Canada
2007,US,18.0,USA
2007,SK,18.0,SK
2007,SE,20.0,Sweden
2007,SE,19.0,Sweden
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,19.0,Canada
2007,US,20.0,USA
2007,RU,18.0,RU
2007,CA,19.0,Canada
2007,FI,19.0,FI
2007,CA,18.0,Canada
2007,CA,20.0,Canada
2007,CA,18.0,Canada
2007,CA,18.0,Canada
2007,US,18.0,USA
2007,CA,18.0,Canada
2007,US,,USA
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,SE,18.0,Sweden
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CZ,18.0,CZ
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,CZ,18.0,CZ
2006,AT,18.0,AT
2006,FI,18.0,FI
2006,CA,18.0,Canada
2006,US,19.0,USA
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,US,18.0,USA
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,RU,18.0,RU
2006,SE,18.0,Sweden
2006,SE,18.0,Sweden
2006,CA,18.0,Canada
2006,RU,18.0,RU
2006,US,18.0,USA
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CZ,18.0,CZ
2006,US,18.0,USA
2006,RU,18.0,RU
2006,CZ,18.0,CZ
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,RU,18.0,RU
2006,CA,18.0,Canada
2006,AT,19.0,AT
2006,CZ,18.0,CZ
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,RU,20.0,RU
2006,US,18.0,USA
2006,SE,18.0,Sweden
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,RU,18.0,RU
2006,RU,20.0,RU
2006,US,18.0,USA
2006,US,18.0,USA
2006,RU,18.0,RU
2006,CA,18.0,Canada
2006,FI,18.0,FI
2006,CA,18.0,Canada
2006,SE,19.0,Sweden
2006,US,18.0,USA
2006,SE,18.0,Sweden
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,RU,18.0,RU
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,SE,18.0,Sweden
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,US,19.0,USA
2006,CA,18.0,Canada
2006,SE,18.0,Sweden
2006,RU,18.0,RU
2006,US,18.0,USA
2006,CA,19.0,Canada
2006,US,18.0,USA
2006,US,18.0,USA
2006,SE,19.0,Sweden
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,SE,18.0,Sweden
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,LV,18.0,LV
2006,SE,20.0,Sweden
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,FI,18.0,FI
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,FI,18.0,FI
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CZ,18.0,CZ
2006,FI,18.0,FI
2006,CH,19.0,CH
2006,US,20.0,USA
2006,CA,18.0,Canada
2006,CZ,18.0,CZ
2006,US,18.0,USA
2006,DE,18.0,DE
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,SE,18.0,Sweden
2006,SK,18.0,SK
2006,US,18.0,USA
2006,DE,18.0,DE
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,US,19.0,USA
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,20.0,Canada
2006,US,18.0,USA
2006,CA,19.0,Canada
2006,CA,18.0,Canada
2006,FI,18.0,FI
2006,US,18.0,USA
2006,CZ,18.0,CZ
2006,FI,18.0,FI
2006,CA,18.0,Canada
2006,US,19.0,USA
2006,US,19.0,USA
2006,CA,18.0,Canada
2006,SK,18.0,SK
2006,CA,19.0,Canada
2006,RU,18.0,RU
2006,US,19.0,USA
2006,SE,18.0,Sweden
2006,CA,18.0,Canada
2006,CA,20.0,Canada
2006,CA,19.0,Canada
2006,US,20.0,USA
2006,CA,20.0,Canada
2006,CA,18.0,Canada
2006,CA,20.0,Canada
2006,FI,18.0,FI
2006,FI,18.0,FI
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,CA,20.0,Canada
2006,FI,18.0,FI
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,CA,20.0,Canada
2006,SE,20.0,Sweden
2006,CH,20.0,CH
2006,RU,20.0,RU
2006,DE,18.0,DE
2006,FI,18.0,FI
2006,US,18.0,USA
2006,SK,18.0,SK
2006,CA,19.0,Canada
2006,CA,18.0,Canada
2006,RU,19.0,RU
2006,US,18.0,USA
2006,FI,20.0,FI
2006,SE,18.0,Sweden
2006,CA,20.0,Canada
2006,CH,18.0,CH
2006,US,18.0,USA
2006,CA,18.0,Canada
2006,US,18.0,USA
2006,US,19.0,USA
2006,EE,19.0,EE
2006,CA,18.0,Canada
2006,SI,18.0,SI
2006,CA,20.0,Canada
2006,SE,19.0,Sweden
2006,FI,19.0,FI
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,US,20.0,USA
2006,CA,19.0,Canada
2006,US,18.0,USA
2006,US,18.0,USA
2006,US,18.0,USA
2006,CA,19.0,Canada
2006,CA,19.0,Canada
2006,CA,18.0,Canada
2006,US,19.0,USA
2006,CA,18.0,Canada
2006,RU,18.0,RU
2006,US,18.0,USA
2006,LV,18.0,LV
2006,US,18.0,USA
2006,US,20.0,USA
2006,US,19.0,USA
2006,SK,18.0,SK
2006,RU,18.0,RU
2006,SE,18.0,Sweden
2006,CA,18.0,Canada
2006,CA,18.0,Canada
2006,SE,18.0,Sweden
2006,US,18.0,USA
2006,US,20.0,USA
2006,CA,18.0,Canada
2006,DE,19.0,DE
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,SI,18.0,SI
2005,CA,18.0,Canada
2005,SK,18.0,SK
2005,CA,19.0,Canada
2005,JP,18.0,JP
2005,CA,18.0,Canada
2005,CZ,18.0,CZ
2005,CA,18.0,Canada
2005,CZ,18.0,CZ
2005,CA,18.0,Canada
2005,FI,18.0,FI
2005,US,18.0,USA
2005,SE,18.0,Sweden
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,SK,18.0,SK
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CZ,18.0,CZ
2005,US,18.0,USA
2005,CZ,18.0,CZ
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,CA,19.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,DE,18.0,DE
2005,CA,18.0,Canada
2005,CA,20.0,Canada
2005,CA,19.0,Canada
2005,CA,18.0,Canada
2005,CA,19.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,19.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,RU,18.0,RU
2005,CA,18.0,Canada
2005,US,19.0,USA
2005,CZ,18.0,CZ
2005,CA,18.0,Canada
2005,FI,18.0,FI
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,FI,18.0,FI
2005,CA,18.0,Canada
2005,SE,18.0,Sweden
2005,CA,20.0,Canada
2005,CA,18.0,Canada
2005,FI,18.0,FI
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,LV,18.0,LV
2005,SK,18.0,SK
2005,CA,18.0,Canada
2005,CZ,18.0,CZ
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,US,18.0,USA
2005,RU,18.0,RU
2005,US,18.0,USA
2005,CA,19.0,Canada
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,SE,18.0,Sweden
2005,US,19.0,USA
2005,US,19.0,USA
2005,CZ,18.0,CZ
2005,CA,18.0,Canada
2005,SE,18.0,Sweden
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,FI,19.0,FI
2005,US,19.0,USA
2005,RU,18.0,RU
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,RU,18.0,RU
2005,SK,18.0,SK
2005,DK,18.0,DK
2005,SK,18.0,SK
2005,US,18.0,USA
2005,FI,18.0,FI
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,CZ,20.0,CZ
2005,CA,18.0,Canada
2005,SK,19.0,SK
2005,CA,18.0,Canada
2005,CZ,18.0,CZ
2005,CZ,18.0,CZ
2005,SE,19.0,Sweden
2005,US,18.0,USA
2005,SE,19.0,Sweden
2005,CA,19.0,Canada
2005,US,20.0,USA
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,FI,20.0,FI
2005,US,18.0,USA
2005,SE,18.0,Sweden
2005,CA,18.0,Canada
2005,RU,18.0,RU
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,SE,18.0,Sweden
2005,CA,19.0,Canada
2005,FI,18.0,FI
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,US,20.0,USA
2005,CZ,20.0,CZ
2005,RU,18.0,RU
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,20.0,USA
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,CZ,18.0,CZ
2005,SE,18.0,Sweden
2005,CA,18.0,Canada
2005,FI,18.0,FI
2005,US,20.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,19.0,Canada
2005,US,19.0,USA
2005,CA,20.0,Canada
2005,CA,20.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,RU,20.0,RU
2005,RU,18.0,RU
2005,US,19.0,USA
2005,RU,18.0,RU
2005,CA,18.0,Canada
2005,RU,18.0,RU
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,US,20.0,USA
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,CA,19.0,Canada
2005,BY,18.0,BY
2005,CA,20.0,Canada
2005,CZ,18.0,CZ
2005,SE,18.0,Sweden
2005,CA,19.0,Canada
2005,SK,18.0,SK
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,US,20.0,USA
2005,RU,18.0,RU
2005,CA,20.0,Canada
2005,CA,18.0,Canada
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,20.0,Canada
2005,SE,19.0,Sweden
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,RU,19.0,RU
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,CA,18.0,Canada
2005,US,18.0,USA
2005,US,18.0,USA
2005,US,19.0,USA
2005,CA,18.0,Canada
2005,US,19.0,USA
2005,US,18.0,USA
2005,CA,18.0,Canada
2005,SE,18.0,Sweden
2004,RU,18.0,RU
2004,RU,18.0,RU
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,US,18.0,USA
2004,US,19.0,USA
2004,CZ,18.0,CZ
2004,CA,18.0,Canada
2004,CZ,18.0,CZ
2004,SK,18.0,SK
2004,FI,18.0,FI
2004,US,18.0,USA
2004,US,18.0,USA
2004,CA,18.0,Canada
2004,RU,18.0,RU
2004,FI,18.0,FI
2004,CZ,18.0,CZ
2004,CA,18.0,Canada
2004,FI,18.0,FI
2004,CA,19.0,Canada
2004,PL,18.0,PL
2004,CZ,18.0,CZ
2004,SK,18.0,SK
2004,CA,18.0,Canada
2004,US,18.0,USA
2004,US,18.0,USA
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,SE,18.0,Sweden
2004,CA,18.0,Canada
2004,US,18.0,USA
2004,SE,19.0,Sweden
2004,CA,18.0,Canada
2004,CA,19.0,Canada
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,US,19.0,USA
2004,CA,18.0,Canada
2004,BY,18.0,BY
2004,CA,18.0,Canada
2004,RU,18.0,RU
2004,CA,18.0,Canada
2004,US,18.0,USA
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,SE,18.0,Sweden
2004,RU,18.0,RU
2004,CA,18.0,Canada
2004,CA,19.0,Canada
2004,US,19.0,USA
2004,CZ,18.0,CZ
2004,CA,18.0,Canada
2004,SE,19.0,Sweden
2004,US,18.0,USA
2004,RU,18.0,RU
2004,CA,18.0,Canada
2004,US,18.0,USA
2004,US,19.0,USA
2004,RU,18.0,RU
2004,CZ,18.0,CZ
2004,LV,18.0,LV
2004,CA,18.0,Canada
2004,FI,19.0,FI
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,US,19.0,USA
2004,CA,20.0,Canada
2004,SK,18.0,SK
2004,RU,18.0,RU
2004,CZ,18.0,CZ
2004,US,18.0,USA
2004,CA,20.0,Canada
2004,CA,18.0,Canada
2004,US,18.0,USA
2004,SK,18.0,SK
2004,CA,19.0,Canada
2004,US,18.0,USA
2004,CZ,18.0,CZ
2004,RU,18.0,RU
2004,KZ,18.0,KZ
2004,RU,18.0,RU
2004,US,18.0,USA
2004,CA,18.0,Canada
2004,DK,18.0,DK
2004,DE,18.0,DE
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,SE,18.0,Sweden
2004,US,19.0,USA
2004,CA,18.0,Canada
2004,DE,18.0,DE
2004,US,19.0,USA
2004,RU,18.0,RU
2004,SE,24.0,Sweden
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,US,18.0,USA
2004,US,18.0,USA
2004,US,19.0,USA
2004,SI,18.0,SI
2004,SE,18.0,Sweden
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,ME,18.0,ME
2004,CA,20.0,Canada
2004,CA,18.0,Canada
2004,SK,24.0,SK
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,CZ,18.0,CZ
2004,CH,18.0,CH
2004,FI,18.0,FI
2004,US,18.0,USA
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,RU,19.0,RU
2004,CZ,18.0,CZ
2004,CA,18.0,Canada
2004,CA,19.0,Canada
2004,CA,19.0,Canada
2004,US,19.0,USA
2004,CA,18.0,Canada
2004,CA,18.0,Canada
2004,SI,18.0,SI
2004,CA,18.0,Canada
2004,SE,18.0,Sweden
2004,CZ,18.0,CZ
